,#,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
4856,4856,Ricco Rodriguez,Pete Williams,Mario Yamasaki,2001-11-02,"Las Vegas, Nevada, USA",Red,Heavyweight,3,3.0,13.0,3.0,Orthodox,190.5,235.0,0.0,3.0,1.0,Orthodox,193.04,265.0,26.0,24.0
4857,4857,Matt Hughes,Carlos Newton,John McCarthy,2001-11-02,"Las Vegas, Nevada, USA",Red,Welterweight,5,1.0,6.0,2.0,Orthodox,175.26,170.0,1.0,5.0,2.0,Switch,175.26,170.0,25.0,28.0
4858,4858,BJ Penn,Caol Uno,Larry Landless,2001-11-02,"Las Vegas, Nevada, USA",Red,Lightweight,3,1.0,6.0,1.0,Southpaw,170.18,155.0,0.0,2.0,2.0,Orthodox,175.26,155.0,26.0,22.0
4859,4859,Josh Barnett,Bobby Hoffman,John McCarthy,2001-11-02,"Las Vegas, Nevada, USA",Red,Heavyweight,3,2.0,4.0,0.0,Orthodox,187.96,245.0,1.0,5.0,2.0,Orthodox,190.5,250.0,33.0,23.0
4860,4860,Evan Tanner,Homer Moore,Mario Yamasaki,2001-11-02,"Las Vegas, Nevada, USA",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,177.8,205.0,1.0,4.0,3.0,Orthodox,182.88,185.0,29.0,30.0
4861,4861,Matt Lindland,Phil Baroni,John McCarthy,2001-11-02,"Las Vegas, Nevada, USA",Red,Middleweight,3,0.0,2.0,1.0,Orthodox,175.26,170.0,0.0,4.0,2.0,Southpaw,182.88,185.0,25.0,31.0
4862,4862,Frank Mir,Roberto Traven,Larry Landless,2001-11-02,"Las Vegas, Nevada, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,190.5,227.0,0.0,0.0,0.0,Southpaw,190.5,264.0,33.0,22.0
4863,4863,Tito Ortiz,Vladimir Matyushenko,John McCarthy,2001-09-28,"Las Vegas, Nevada, USA",Red,Light Heavyweight,5,0.0,3.0,1.0,Orthodox,182.88,205.0,2.0,17.0,7.0,Orthodox,190.5,205.0,30.0,26.0
4864,4864,Jens Pulver,Dennis Hallman,Mario Yamasaki,2001-09-28,"Las Vegas, Nevada, USA",Red,Lightweight,5,0.0,1.0,1.0,Orthodox,175.26,155.0,1.0,13.0,4.0,Southpaw,170.18,145.0,25.0,26.0
4865,4865,Chuck Liddell,Murilo Bustamante,John McCarthy,2001-09-28,"Las Vegas, Nevada, USA",Red,Light Heavyweight,3,0.0,2.0,1.0,Orthodox,187.96,183.0,1.0,7.0,4.0,Orthodox,187.96,205.0,35.0,31.0
4866,4866,Matt Serra,Yves Edwards,Mario Yamasaki,2001-09-28,"Las Vegas, Nevada, USA",Red,Welterweight,3,0.0,0.0,0.0,Southpaw,175.26,155.0,1.0,3.0,0.0,Orthodox,167.64,170.0,24.0,27.0
4867,4867,Dave Menne,Gil Castillo,John McCarthy,2001-09-28,"Las Vegas, Nevada, USA",Red,Middleweight,5,0.0,0.0,0.0,Southpaw,175.26,170.0,0.0,3.0,1.0,Orthodox,177.8,170.0,35.0,27.0
4868,4868,Jutaro Nakao,Tony DeSouza,Mason White,2001-09-28,"Las Vegas, Nevada, USA",Red,Welterweight,3,0.0,4.0,2.0,Southpaw,182.88,170.0,0.0,0.0,0.0,Southpaw,175.26,170.0,27.0,30.0
4869,4869,Ricardo Almeida,Eugene Jackson,Mason White,2001-09-28,"Las Vegas, Nevada, USA",Red,Middleweight,3,2.0,7.0,2.0,Orthodox,172.72,185.0,1.0,3.0,0.0,Orthodox,182.88,170.0,35.0,24.0
4870,4870,Din Thomas,Fabiano Iha,John McCarthy,2001-09-28,"Las Vegas, Nevada, USA",Red,Lightweight,3,3.0,8.0,3.0,Orthodox,172.72,155.0,1.0,1.0,0.0,Orthodox,175.26,155.0,31.0,24.0
4871,4871,Tito Ortiz,Elvis Sinosic,John McCarthy,2001-06-29,"East Rutherford, New Jersey, USA",Red,Light Heavyweight,5,0.0,1.0,1.0,Orthodox,190.5,205.0,2.0,16.0,6.0,Orthodox,190.5,205.0,30.0,26.0
4872,4872,BJ Penn,Din Thomas,John McCarthy,2001-06-29,"East Rutherford, New Jersey, USA",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,175.26,155.0,0.0,1.0,1.0,Orthodox,175.26,155.0,24.0,22.0
4873,4873,Josh Barnett,Semmy Schilt,John McCarthy,2001-06-29,"East Rutherford, New Jersey, USA",Red,Heavyweight,3,0.0,2.0,1.0,Orthodox,208.28,265.0,1.0,4.0,1.0,Orthodox,190.5,250.0,27.0,23.0
4874,4874,Pat Miletich,Shonie Carter,Mario Yamasaki,2001-06-29,"East Rutherford, New Jersey, USA",Red,Welterweight,3,0.0,5.0,2.0,Southpaw,177.8,170.0,1.0,18.0,7.0,Orthodox,177.8,170.0,29.0,33.0
4875,4875,Caol Uno,Fabiano Iha,Mario Yamasaki,2001-06-29,"East Rutherford, New Jersey, USA",Red,Lightweight,3,2.0,7.0,3.0,Orthodox,172.72,155.0,1.0,5.0,0.0,Southpaw,170.18,155.0,30.0,26.0
4876,4876,Vladimir Matyushenko,Yuki Kondo,John McCarthy,2001-06-29,"East Rutherford, New Jersey, USA",Red,Light Heavyweight,3,1.0,4.0,1.0,Southpaw,180.34,183.0,0.0,0.0,0.0,Orthodox,182.88,205.0,25.0,30.0
4877,4877,Ricco Rodriguez,Andrei Arlovski,Mason White,2001-06-29,"East Rutherford, New Jersey, USA",Red,Heavyweight,3,0.0,1.0,1.0,Orthodox,190.5,240.0,0.0,0.0,0.0,Orthodox,193.04,265.0,22.0,23.0
4878,4878,Tony DeSouza,Paul Rodriguez,Mario Yamasaki,2001-06-29,"East Rutherford, New Jersey, USA",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,170.18,155.0,0.0,3.0,1.0,Southpaw,182.88,170.0,,26.0
4879,4879,Randy Couture,Pedro Rizzo,John McCarthy,2001-05-04,"Atlantic City, New Jersey, USA",Red,Heavyweight,5,1.0,15.0,6.0,Orthodox,185.42,241.0,0.0,9.0,5.0,Orthodox,185.42,205.0,27.0,37.0
4880,4880,Carlos Newton,Pat Miletich,John McCarthy,2001-05-04,"Atlantic City, New Jersey, USA",Red,Welterweight,5,0.0,15.0,7.0,Orthodox,177.8,170.0,1.0,3.0,1.0,Orthodox,175.26,170.0,33.0,24.0
4881,4881,Chuck Liddell,Kevin Randleman,John McCarthy,2001-05-04,"Atlantic City, New Jersey, USA",Red,Light Heavyweight,3,2.0,18.0,3.0,Orthodox,177.8,205.0,1.0,6.0,3.0,Orthodox,187.96,205.0,29.0,31.0
4882,4882,Shonie Carter,Matt Serra,Mario Yamasaki,2001-05-04,"Atlantic City, New Jersey, USA",Red,Welterweight,3,0.0,0.0,0.0,Orthodox,167.64,170.0,0.0,2.0,1.0,Southpaw,177.8,170.0,26.0,29.0
4883,4883,Semmy Schilt,Pete Williams,John McCarthy,2001-05-04,"Atlantic City, New Jersey, USA",Red,Heavyweight,3,2.0,11.0,3.0,Orthodox,190.5,235.0,0.0,0.0,0.0,Orthodox,208.28,265.0,25.0,27.0
4884,4884,Matt Lindland,Ricardo Almeida,Mario Yamasaki,2001-05-04,"Atlantic City, New Jersey, USA",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,182.88,170.0,0.0,1.0,1.0,Southpaw,182.88,185.0,24.0,30.0
4885,4885,BJ Penn,Joey Gilbert,John McCarthy,2001-05-04,"Atlantic City, New Jersey, USA",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,180.34,155.0,0.0,0.0,0.0,Orthodox,175.26,155.0,24.0,22.0
4886,4886,Tony DeSouza,Steve Berger,Mario Yamasaki,2001-05-04,"Atlantic City, New Jersey, USA",Red,Welterweight,3,0.0,0.0,0.0,Orthodox,180.34,170.0,0.0,0.0,0.0,Southpaw,182.88,170.0,27.0,26.0
4887,4887,Tito Ortiz,Evan Tanner,John McCarthy,2001-02-23,"Atlantic City, New Jersey, USA",Red,Light Heavyweight,5,0.0,3.0,3.0,Orthodox,182.88,185.0,2.0,15.0,5.0,Orthodox,190.5,205.0,30.0,26.0
4888,4888,Jens Pulver,Caol Uno,John McCarthy,2001-02-23,"Atlantic City, New Jersey, USA",Red,Lightweight,5,0.0,0.0,0.0,Southpaw,170.18,155.0,1.0,8.0,3.0,Southpaw,170.18,145.0,25.0,26.0
4889,4889,Fabiano Iha,Phil Johns,Mario Yamasaki,2001-02-23,"Atlantic City, New Jersey, USA",Red,Welterweight,3,0.0,0.0,0.0,Southpaw,157.48000000000005,170.0,2.0,6.0,2.0,Orthodox,172.72,155.0,32.0,30.0
4890,4890,Elvis Sinosic,Jeremy Horn,Mario Yamasaki,2001-02-23,"Atlantic City, New Jersey, USA",Red,Middleweight,3,2.0,7.0,4.0,Orthodox,185.42,185.0,0.0,0.0,0.0,Orthodox,190.5,205.0,25.0,30.0
4891,4891,Pedro Rizzo,Josh Barnett,Mario Yamasaki,2001-02-23,"Atlantic City, New Jersey, USA",Red,Heavyweight,3,0.0,2.0,1.0,Orthodox,190.5,250.0,1.0,13.0,5.0,Orthodox,185.42,241.0,23.0,26.0
4892,4892,Bobby Hoffman,Mark Robinson,John McCarthy,2001-02-23,"Atlantic City, New Jersey, USA",Draw,Heavyweight,2,0.0,0.0,0.0,Orthodox,182.88,265.0,1.0,3.0,0.0,Orthodox,187.96,245.0,,32.0
4893,4893,Phil Baroni,Curtis Stout,Mason White,2001-02-23,"Atlantic City, New Jersey, USA",Red,Middleweight,2,0.0,0.0,0.0,Southpaw,185.42,185.0,0.0,0.0,0.0,Orthodox,175.26,170.0,27.0,24.0
4894,4894,Sean Sherk,Tiki Ghosn,Mason White,2001-02-23,"Atlantic City, New Jersey, USA",Red,Welterweight,2,1.0,2.0,0.0,Orthodox,177.8,170.0,0.0,0.0,0.0,Orthodox,167.64,155.0,24.0,27.0
4895,4895,Tito Ortiz,Yuki Kondo,John McCarthy,2000-12-16,"Tokyo, Japan",Red,Light Heavyweight,5,0.0,3.0,1.0,Southpaw,180.34,183.0,2.0,14.0,4.0,Orthodox,190.5,205.0,25.0,25.0
4896,4896,Pat Miletich,Kenichi Yamamoto,John McCarthy,2000-12-16,"Tokyo, Japan",Red,Welterweight,5,0.0,5.0,2.0,Orthodox,182.88,170.0,0.0,13.0,6.0,Orthodox,177.8,170.0,24.0,32.0
4897,4897,Matt Lindland,Yoji Anjo,John McCarthy,2000-12-16,"Tokyo, Japan",Red,Middleweight,3,2.0,4.0,0.0,Orthodox,180.34,205.0,0.0,0.0,0.0,Southpaw,182.88,185.0,33.0,30.0
4898,4898,Fabiano Iha,Daiju Takase,John McCarthy,2000-12-16,"Tokyo, Japan",Red,Welterweight,3,2.0,4.0,0.0,Southpaw,182.88,170.0,2.0,5.0,1.0,Orthodox,172.72,155.0,22.0,30.0
4899,4899,Evan Tanner,Lance Gibson,Mario Yamasaki,2000-12-16,"Tokyo, Japan",Red,Middleweight,3,0.0,3.0,1.0,Orthodox,175.26,185.0,0.0,2.0,2.0,Orthodox,182.88,185.0,30.0,29.0
4900,4900,Dennis Hallman,Matt Hughes,Mario Yamasaki,2000-12-16,"Tokyo, Japan",Red,Welterweight,3,0.0,4.0,2.0,Switch,175.26,170.0,0.0,0.0,0.0,Orthodox,175.26,155.0,27.0,25.0
4901,4901,Chuck Liddell,Jeff Monson,Mario Yamasaki,2000-12-16,"Tokyo, Japan",Red,Middleweight,3,0.0,2.0,1.0,Orthodox,175.26,247.0,1.0,3.0,2.0,Orthodox,187.96,205.0,29.0,30.0
4902,4902,Randy Couture,Kevin Randleman,John McCarthy,2000-11-17,"Atlantic City, New Jersey, USA",Red,Heavyweight,5,1.0,15.0,3.0,Orthodox,177.8,205.0,0.0,6.0,4.0,Orthodox,185.42,205.0,29.0,37.0
4903,4903,Renato Sobral,Maurice Smith,John McCarthy,2000-11-17,"Atlantic City, New Jersey, USA",Red,Heavyweight,3,2.0,13.0,4.0,Orthodox,187.96,221.0,0.0,0.0,0.0,Orthodox,185.42,205.0,38.0,25.0
4904,4904,Josh Barnett,Gan McGee,John McCarthy,2000-11-17,"Atlantic City, New Jersey, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,208.28,265.0,0.0,0.0,0.0,Orthodox,190.5,250.0,23.0,23.0
4905,4905,Andrei Arlovski,Aaron Brink,John McCarthy,2000-11-17,"Atlantic City, New Jersey, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,190.5,205.0,0.0,0.0,0.0,Orthodox,190.5,240.0,26.0,21.0
4906,4906,Jens Pulver,John Lewis,Mario Yamasaki,2000-11-17,"Atlantic City, New Jersey, USA",Red,Lightweight,3,0.0,3.0,1.0,Southpaw,182.88,155.0,1.0,7.0,2.0,Southpaw,170.18,145.0,,25.0
4907,4907,Mark Hughes,Alex Stiebling,Mario Yamasaki,2000-11-17,"Atlantic City, New Jersey, USA",Red,Middleweight,2,0.0,0.0,0.0,Southpaw,187.96,205.0,0.0,0.0,0.0,Southpaw,175.26,205.0,,27.0
4908,4908,Ben Earwood,Chris Lytle,Mario Yamasaki,2000-11-17,"Atlantic City, New Jersey, USA",Red,Welterweight,2,0.0,0.0,0.0,Orthodox,180.34,170.0,0.0,0.0,0.0,Orthodox,172.72,170.0,26.0,
4909,4909,Pedro Rizzo,Dan Severn,John McCarthy,2000-09-22,"New Orleans, Louisiana, USA",Red,Heavyweight,3,3.0,15.0,9.0,Southpaw,187.96,250.0,1.0,12.0,4.0,Orthodox,185.42,241.0,42.0,26.0
4910,4910,Maurice Smith,Bobby Hoffman,John McCarthy,2000-09-22,"New Orleans, Louisiana, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,187.96,245.0,2.0,10.0,3.0,Orthodox,187.96,221.0,31.0,38.0
4911,4911,Jeremy Horn,Eugene Jackson,Mario Yamasaki,2000-09-22,"New Orleans, Louisiana, USA",Red,Middleweight,3,1.0,6.0,2.0,Orthodox,172.72,185.0,2.0,6.0,3.0,Orthodox,185.42,185.0,33.0,25.0
4912,4912,Fabiano Iha,Laverne Clark,Mario Yamasaki,2000-09-22,"New Orleans, Louisiana, USA",Red,Welterweight,3,0.0,5.0,3.0,Orthodox,180.34,170.0,2.0,4.0,0.0,Orthodox,172.72,155.0,26.0,30.0
4913,4913,Yuki Kondo,Alexandre Dantas,John McCarthy,2000-09-22,"New Orleans, Louisiana, USA",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,187.96,238.0,0.0,0.0,0.0,Southpaw,180.34,183.0,21.0,25.0
4914,4914,Ian Freeman,Tedd Williams,John McCarthy,2000-09-22,"New Orleans, Louisiana, USA",Red,Heavyweight,3,0.0,1.0,1.0,Orthodox,185.42,275.0,1.0,1.0,0.0,Orthodox,180.34,225.0,30.0,33.0
4915,4915,Jeff Monson,Tim Lajcik,Mario Yamasaki,2000-09-22,"New Orleans, Louisiana, USA",Red,Heavyweight,2,2.0,5.0,0.0,Orthodox,185.42,225.0,0.0,0.0,0.0,Orthodox,175.26,247.0,35.0,29.0
4916,4916,Brad Gumm,CJ Fernandes,Mario Yamasaki,2000-09-22,"New Orleans, Louisiana, USA",Draw,Welterweight,2,0.0,0.0,0.0,,187.96,170.0,1.0,2.0,0.0,Orthodox,180.34,170.0,22.0,
4917,4917,Kevin Randleman,Pedro Rizzo,John McCarthy,2000-06-09,"Cedar Rapids, Iowa, USA",Red,Heavyweight,5,0.0,7.0,4.0,Orthodox,185.42,241.0,1.0,10.0,2.0,Orthodox,177.8,205.0,26.0,28.0
4918,4918,Tyrone Roberts,David Dodd,John McCarthy,2000-06-09,"Cedar Rapids, Iowa, USA",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,187.96,200.0,0.0,0.0,0.0,Orthodox,175.26,185.0,26.0,
4919,4919,Pat Miletich,John Alessio,John McCarthy,2000-06-09,"Cedar Rapids, Iowa, USA",Red,Welterweight,3,0.0,0.0,0.0,Orthodox,177.8,155.0,0.0,11.0,5.0,Orthodox,177.8,170.0,20.0,32.0
4920,4920,Amaury Bitetti,Alex Andrade,John McCarthy,2000-06-09,"Cedar Rapids, Iowa, USA",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,180.34,200.0,1.0,1.0,0.0,Orthodox,175.26,185.0,26.0,
4921,4921,Matt Hughes,Marcelo Aguiar,Mario Yamasaki,2000-06-09,"Cedar Rapids, Iowa, USA",Red,Welterweight,3,0.0,0.0,0.0,Orthodox,177.8,170.0,0.0,3.0,1.0,Switch,175.26,170.0,,26.0
4922,4922,Jens Pulver,Joao Roque,Mario Yamasaki,2000-06-09,"Cedar Rapids, Iowa, USA",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,167.64,155.0,1.0,4.0,1.0,Southpaw,170.18,145.0,28.0,25.0
4923,4923,Tito Ortiz,Wanderlei Silva,John McCarthy,2000-04-14,"Tokyo, Japan",Red,Light Heavyweight,5,1.0,2.0,1.0,Orthodox,180.34,205.0,2.0,9.0,3.0,Orthodox,190.5,205.0,23.0,25.0
4924,4924,Murilo Bustamante,Yoji Anjo,John McCarthy,2000-04-14,"Tokyo, Japan",Red,Middleweight,3,1.0,2.0,0.0,Orthodox,180.34,205.0,0.0,0.0,0.0,Orthodox,187.96,183.0,33.0,33.0
4925,4925,Sanae Kikuta,Eugene Jackson,John McCarthy,2000-04-14,"Tokyo, Japan",Red,Middleweight,3,0.0,5.0,2.0,Orthodox,172.72,185.0,0.0,0.0,0.0,Orthodox,175.26,200.0,33.0,28.0
4926,4926,Ron Waterman,Satoshi Honma,John McCarthy,2000-04-14,"Tokyo, Japan",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,185.42,205.0,2.0,5.0,1.0,Orthodox,187.96,280.0,31.0,34.0
4927,4927,Ikuhisa Minowa,Joe Slick,John McCarthy,2000-04-14,"Tokyo, Japan",Red,Middleweight,3,0.0,1.0,1.0,Orthodox,182.88,199.0,0.0,0.0,0.0,Orthodox,175.26,181.0,22.0,24.0
4928,4928,Laverne Clark,Koji Oishi,John McCarthy,2000-04-14,"Tokyo, Japan",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,172.72,170.0,0.0,2.0,2.0,Orthodox,180.34,170.0,22.0,26.0
4929,4929,Tedd Williams,Steve Judson,John McCarthy,2000-03-10,"Lake Charles, Louisiana, USA",Red,Heavyweight,3,1.0,1.0,0.0,Orthodox,180.34,230.0,0.0,0.0,0.0,Orthodox,185.42,275.0,,30.0
4930,4930,Lance Gibson,Jermaine Andre,John McCarthy,2000-03-10,"Lake Charles, Louisiana, USA",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,170.18,200.0,0.0,0.0,0.0,Orthodox,175.26,185.0,,29.0
4931,4931,Dave Menne,Fabiano Iha,John McCarthy,2000-03-10,"Lake Charles, Louisiana, USA",Red,Lightweight,3,1.0,1.0,0.0,Orthodox,172.72,155.0,0.0,0.0,0.0,Orthodox,177.8,170.0,29.0,25.0
4932,4932,Bob Cook,Tiki Ghosn,John McCarthy,2000-03-10,"Lake Charles, Louisiana, USA",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,177.8,170.0,0.0,0.0,0.0,Orthodox,175.26,170.0,23.0,
4933,4933,Jens Pulver,David Velasquez,John McCarthy,2000-03-10,"Lake Charles, Louisiana, USA",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,165.1,145.0,1.0,2.0,0.0,Southpaw,170.18,145.0,,25.0
4934,4934,Scott Adams,Ian Freeman,Dan Severn,2000-03-10,"Lake Charles, Louisiana, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,180.34,225.0,0.0,0.0,0.0,Southpaw,182.88,225.0,33.0,
4935,4935,Shonie Carter,Brad Gumm,Dan Severn,2000-03-10,"Lake Charles, Louisiana, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,180.34,170.0,0.0,0.0,0.0,Southpaw,177.8,170.0,,27.0
4936,4936,Kevin Randleman,Pete Williams,John McCarthy,1999-11-19,"Chiba, Japan",Red,Heavyweight,5,1.0,6.0,3.0,Orthodox,190.5,235.0,1.0,5.0,1.0,Orthodox,177.8,205.0,24.0,28.0
4937,4937,Pedro Rizzo,Tsuyoshi Kohsaka,John McCarthy,1999-11-19,"Chiba, Japan",Red,Heavyweight,3,1.0,8.0,3.0,Orthodox,180.34,225.0,0.0,4.0,3.0,Orthodox,185.42,241.0,29.0,25.0
4938,4938,Kenichi Yamamoto,Katsuhisa Fujii,John McCarthy,1999-11-19,"Chiba, Japan",Red,Heavyweight,3,0.0,2.0,1.0,Orthodox,182.88,205.0,0.0,3.0,1.0,Orthodox,182.88,170.0,27.0,23.0
4939,4939,Joe Slick,Jason DeLucia,John McCarthy,1999-11-19,"Chiba, Japan",Red,Middleweight,3,1.0,3.0,2.0,Southpaw,180.34,190.0,0.0,0.0,0.0,Orthodox,182.88,199.0,30.0,22.0
4940,4940,Eugene Jackson,Keiichiro Yamamiya,John McCarthy,1999-11-19,"Chiba, Japan",Red,Middleweight,3,0.0,0.0,0.0,Southpaw,180.34,185.0,0.0,2.0,1.0,Orthodox,172.72,185.0,27.0,33.0
4941,4941,Kenichi Yamamoto,Daiju Takase,Mario Yamasaki,1999-11-19,"Chiba, Japan",Red,Open Weight,3,1.0,1.0,0.0,Southpaw,182.88,170.0,0.0,0.0,0.0,Orthodox,182.88,170.0,21.0,23.0
4942,4942,Katsuhisa Fujii,Masutatsu Yano,Mario Yamasaki,1999-11-19,"Chiba, Japan",Red,Open Weight,3,0.0,0.0,0.0,Orthodox,175.26,198.0,0.0,0.0,0.0,Orthodox,182.88,205.0,24.0,27.0
4943,4943,Frank Shamrock,Tito Ortiz,John McCarthy,1999-09-24,"Lake Charles, Louisiana, USA",Red,Light Heavyweight,5,1.0,5.0,3.0,Orthodox,190.5,205.0,0.0,5.0,4.0,Orthodox,177.8,185.0,24.0,26.0
4944,4944,Tim Lajcik,Ron Waterman,John McCarthy,1999-09-24,"Lake Charles, Louisiana, USA",Draw,Heavyweight,3,1.0,2.0,1.0,Orthodox,187.96,280.0,1.0,2.0,0.0,Orthodox,185.42,225.0,33.0,34.0
4945,4945,Jeremy Horn,Jason Godsey,John McCarthy,1999-09-24,"Lake Charles, Louisiana, USA",Red,Heavyweight,3,1.0,1.0,0.0,Orthodox,187.96,230.0,2.0,5.0,2.0,Orthodox,185.42,185.0,,24.0
4946,4946,Brad Kohler,Steve Judson,John McCarthy,1999-09-24,"Lake Charles, Louisiana, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,180.34,230.0,1.0,1.0,0.0,Orthodox,175.26,220.0,,35.0
4947,4947,Chuck Liddell,Paul Jones,John McCarthy,1999-09-24,"Lake Charles, Louisiana, USA",Red,Middleweight,3,0.0,1.0,1.0,Orthodox,175.26,199.0,1.0,2.0,1.0,Orthodox,187.96,205.0,36.0,29.0
4948,4948,Matt Hughes,Valeri Ignatov,John McCarthy,1999-09-24,"Lake Charles, Louisiana, USA",Red,Lightweight,3,1.0,1.0,0.0,Orthodox,175.26,170.0,0.0,0.0,0.0,Switch,175.26,170.0,,25.0
4949,4949,John Lewis,Lowell Anderson,John McCarthy,1999-09-24,"Lake Charles, Louisiana, USA",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,167.64,160.0,0.0,0.0,0.0,Southpaw,182.88,155.0,,
4950,4950,Jens Pulver,Alfonso Alcarez,,1999-09-24,"Lake Charles, Louisiana, USA",Draw,Lightweight,2,0.0,0.0,0.0,,160.02,145.0,0.0,0.0,0.0,Southpaw,170.18,145.0,29.0,24.0
4951,4951,Maurice Smith,Marco Ruas,John McCarthy,1999-07-16,"Cedar Rapids, Iowa, USA",Red,Heavyweight,3,1.0,5.0,4.0,Orthodox,185.42,210.0,2.0,9.0,2.0,Orthodox,187.96,221.0,38.0,37.0
4952,4952,Pat Miletich,Andre Pederneiras,John McCarthy,1999-07-16,"Cedar Rapids, Iowa, USA",Red,Welterweight,5,0.0,0.0,0.0,Orthodox,172.72,155.0,0.0,9.0,4.0,Orthodox,177.8,170.0,32.0,31.0
4953,4953,Jeremy Horn,Daiju Takase,Mario Yamasaki,1999-07-16,"Cedar Rapids, Iowa, USA",Red,Middleweight,3,0.0,0.0,0.0,Southpaw,182.88,170.0,2.0,4.0,1.0,Orthodox,185.42,185.0,21.0,23.0
4954,4954,Paul Jones,Flavio Luiz Moura,Mario Yamasaki,1999-07-16,"Cedar Rapids, Iowa, USA",Red,Middleweight,3,0.0,0.0,0.0,Open Stance,180.34,183.0,0.0,0.0,0.0,Orthodox,175.26,199.0,,36.0
4955,4955,Tsuyoshi Kohsaka,Tim Lajcik,John McCarthy,1999-07-16,"Cedar Rapids, Iowa, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,185.42,225.0,1.0,6.0,2.0,Orthodox,180.34,225.0,34.0,29.0
4956,4956,Eugene Jackson,Royce Alger,John McCarthy,1999-07-16,"Cedar Rapids, Iowa, USA",Red,Middleweight,3,1.0,1.0,0.0,Orthodox,177.8,199.0,0.0,0.0,0.0,Orthodox,172.72,185.0,,32.0
4957,4957,Andre Roberts,Ron Waterman,John McCarthy,1999-07-16,"Cedar Rapids, Iowa, USA",Red,Heavyweight,2,0.0,1.0,1.0,Orthodox,187.96,280.0,1.0,1.0,0.0,Orthodox,187.96,345.0,33.0,34.0
4958,4958,Bas Rutten,Kevin Randleman,John McCarthy,1999-05-07,"Birmingham, Alabama, USA",Red,Heavyweight,3,0.0,2.0,1.0,Orthodox,177.8,205.0,0.0,2.0,1.0,Orthodox,185.42,205.0,27.0,34.0
4959,4959,Pedro Rizzo,Tra Telligman,John McCarthy,1999-05-07,"Birmingham, Alabama, USA",Red,Heavyweight,2,1.0,2.0,1.0,Orthodox,187.96,233.0,0.0,3.0,2.0,Orthodox,185.42,241.0,34.0,25.0
4960,4960,Pete Williams,Travis Fulton,John McCarthy,1999-05-07,"Birmingham, Alabama, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,182.88,240.0,1.0,5.0,2.0,Orthodox,190.5,235.0,21.0,23.0
4961,4961,Wanderlei Silva,Tony Petarra,Mario Yamasaki,1999-05-07,"Birmingham, Alabama, USA",Red,Middleweight,2,0.0,0.0,0.0,Orthodox,180.34,196.0,1.0,1.0,0.0,Orthodox,180.34,205.0,,22.0
4962,4962,Marcelo Mello,David Roberts,John McCarthy,1999-05-07,"Birmingham, Alabama, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,185.42,170.0,0.0,0.0,0.0,Southpaw,170.18,170.0,23.0,
4963,4963,Laverne Clark,Fabiano Iha,Mario Yamasaki,1999-05-07,"Birmingham, Alabama, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,172.72,155.0,0.0,1.0,1.0,Orthodox,180.34,170.0,28.0,25.0
4964,4964,Ron Waterman,Chris Condo,John McCarthy,1999-05-07,"Birmingham, Alabama, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,182.88,335.0,0.0,0.0,0.0,Orthodox,187.96,280.0,,33.0
4965,4965,Tito Ortiz,Guy Mezger,John McCarthy,1999-03-05,"Bay St. Louis, Mississippi, USA",Red,Middleweight,2,0.0,4.0,3.0,Orthodox,185.42,200.0,1.0,4.0,2.0,Orthodox,190.5,205.0,31.0,24.0
4966,4966,Gary Goodridge,Andre Roberts,John McCarthy,1999-03-05,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,187.96,345.0,4.0,7.0,3.0,Orthodox,190.5,249.0,34.0,33.0
